time,c1_average_pipe,c1_average_reac,c2_average_pipe,c2_average_reac,c3_average_pipe,c3_average_reac,c4_average_pipe,c4_average_reac,c5_average_pipe,c5_average_reac,c6_average_pipe,c6_average_reac,eigenvalue,flux_0_average_reac,flux_0_average_reac_max,flux_0_average_ref,flux_0_average_ref_max,flux_1_average_reac,flux_1_average_reac_max,flux_1_average_ref,flux_1_average_ref_max,flux_2_average_reac,flux_2_average_reac_max,flux_2_average_ref,flux_2_average_ref_max,flux_3_average_reac,flux_3_average_reac_max,flux_3_average_ref,flux_3_average_ref_max,flux_4_average_reac,flux_4_average_reac_max,flux_4_average_ref,flux_4_average_ref_max,flux_5_average_reac,flux_5_average_reac_max,flux_5_average_ref,flux_5_average_ref_max,flux_6_average_reac,flux_6_average_reac_max,flux_6_average_ref,flux_6_average_ref_max,flux_7_average_reac,flux_7_average_reac_max,flux_7_average_ref,flux_7_average_ref_max,integrated_power,power,power_scaling
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,122.02713576198
